2.013000000000000000e+03,3.000000000000000000e+00,1.100000000000000000e+01,5.200000000000000000e+01,5.300000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00
2.013000000000000000e+03,1.000000000000000000e+00,3.000000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01,4.860000000000000142e+01,1.000000000000000000e+00
2.014000000000000000e+03,4.000000000000000000e+00,1.700000000000000000e+01,6.100000000000000000e+01,5.600000000000000000e+01,5.860000000000000142e+01,1.000000000000000000e+00
2.013000000000000000e+03,1.200000000000000000e+01,1.100000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.570000000000000284e+01,1.000000000000000000e+00
2.013000000000000000e+03,2.000000000000000000e+00,2.400000000000000000e+01,4.400000000000000000e+01,3.700000000000000000e+01,5.079999999999999716e+01,1.000000000000000000e+00
2.013000000000000000e+03,7.000000000000000000e+00,9.000000000000000000e+00,6.700000000000000000e+01,7.100000000000000000e+01,7.490000000000000568e+01,1.000000000000000000e+00
2.014000000000000000e+03,4.000000000000000000e+00,9.000000000000000000e+00,6.100000000000000000e+01,7.000000000000000000e+01,5.720000000000000284e+01,0.000000000000000000e+00
2.013000000000000000e+03,7.000000000000000000e+00,4.000000000000000000e+00,8.200000000000000000e+01,7.200000000000000000e+01,7.379999999999999716e+01,1.000000000000000000e+00
2.013000000000000000e+03,5.000000000000000000e+00,2.100000000000000000e+01,6.800000000000000000e+01,7.000000000000000000e+01,6.570000000000000284e+01,1.000000000000000000e+00
2.013000000000000000e+03,5.000000000000000000e+00,6.000000000000000000e+00,6.200000000000000000e+01,5.700000000000000000e+01,6.279999999999999716e+01,0.000000000000000000e+00
2.013000000000000000e+03,5.000000000000000000e+00,3.000000000000000000e+01,6.200000000000000000e+01,5.900000000000000000e+01,6.709999999999999432e+01,0.000000000000000000e+00
2.013000000000000000e+03,2.000000000000000000e+00,2.100000000000000000e+01,4.300000000000000000e+01,4.500000000000000000e+01,5.050000000000000000e+01,1.000000000000000000e+00
2.013000000000000000e+03,5.000000000000000000e+00,2.300000000000000000e+01,5.400000000000000000e+01,6.000000000000000000e+01,6.609999999999999432e+01,1.000000000000000000e+00
2.014000000000000000e+03,3.000000000000000000e+00,1.800000000000000000e+01,4.800000000000000000e+01,5.000000000000000000e+01,5.400000000000000000e+01,0.000000000000000000e+00
2.013000000000000000e+03,7.000000000000000000e+00,1.700000000000000000e+01,7.600000000000000000e+01,7.400000000000000000e+01,7.629999999999999716e+01,1.000000000000000000e+00
2.014000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+01,5.000000000000000000e+01,5.200000000000000000e+01,4.939999999999999858e+01,0.000000000000000000e+00
2.013000000000000000e+03,1.000000000000000000e+01,2.800000000000000000e+01,5.000000000000000000e+01,5.400000000000000000e+01,5.560000000000000142e+01,0.000000000000000000e+00
2.013000000000000000e+03,1.000000000000000000e+01,1.000000000000000000e+01,6.500000000000000000e+01,6.000000000000000000e+01,6.179999999999999716e+01,0.000000000000000000e+00
2.013000000000000000e+03,6.000000000000000000e+00,1.000000000000000000e+01,6.200000000000000000e+01,6.900000000000000000e+01,6.879999999999999716e+01,1.000000000000000000e+00
2.014000000000000000e+03,5.000000000000000000e+00,5.000000000000000000e+00,5.200000000000000000e+01,5.400000000000000000e+01,6.250000000000000000e+01,1.000000000000000000e+00
2.013000000000000000e+03,5.000000000000000000e+00,3.100000000000000000e+01,5.900000000000000000e+01,6.100000000000000000e+01,6.729999999999999716e+01,0.000000000000000000e+00
2.014000000000000000e+03,2.000000000000000000e+00,2.100000000000000000e+01,4.400000000000000000e+01,4.600000000000000000e+01,5.050000000000000000e+01,0.000000000000000000e+00
2.013000000000000000e+03,4.000000000000000000e+00,8.000000000000000000e+00,4.800000000000000000e+01,4.900000000000000000e+01,5.710000000000000142e+01,0.000000000000000000e+00
